,SMILES,Absorption solvent,Emission solvent,Absorption (nm),Emission (nm),DOI
6517,CCOCCO[B]1(OCCOCC)N2C(C)=CC=C2C(=C2C=CC(C)=[N]12)C1=C(C)[O-][Ir+3]234([O]=C1C)[C-]1=CC(F)=CC(F)=C1C1=CC=CC=[N]21.FC1=CC(F)=C(C2=CC=CC=[N]32)[C-]4=C1,,,517.0,,https://doi.org/10.1002/chem.201701347
6518,CCOCCO[B]1(OCCOCC)N2C(C)=C(C=C2C(=C2C=C(C3=CC=CS3)C(C)=[N]12)C1=C(C)[O-][Ir+3]234([O]=C1C)[C-]1=CC(F)=CC(F)=C1C1=CC=CC=[N]21)C1=CC=CS1.FC1=CC(F)=C(C2=CC=CC=[N]32)[C-]4=C1,,,597.0,,https://doi.org/10.1002/chem.201701347
6519,C1=C(C=[C-]2C(C3=CC=CC=[N]3[Ir+3]2234[C-]5=CC(=CC(=C5C5=CC=CC=[N]25)F)F)=C1F)F.C1=C(C2=C5C(C)=CC(C)=[N]5[B](N5C(C)=CC(=C25)C)(F)F)C=CC2=NC5=C(N=C12)C1=CC=C[N]3=C1C1=C5C=CC=[N]41,,,502.0,,https://doi.org/10.1002/chem.201701347
6520,FC1=CC(F)=C2C3=CC=CC=[N]3[Ir+3]345([C-]2=C1)[C-]1=CC(F)=CC(F)=C1C1=CC=CC=[N]31.O=C1C2=CC=C[N]4=C2C2=C(C=CC=[N]52)C1=O,,,502.0,,https://doi.org/10.1002/chem.201701347
6521,CC1(C)[O-][Ir+5]2([Cl-])([O-]C(C)(C)C3=CC=CC=[N]23)([O--][Ir+5]234([Cl-])[O-]C(C)(C)C5=CC=CC=[N]25)[N]2=CC=CC=C12.CC(C)([O-]3)C1=CC=CC=[N]41,ClCCl,,502.0,,https://doi.org/10.46298/jpe.10703
6522,CC1(C)[O-][Ir+4]2([Cl-])([O-]C(C)(C)C3=CC=CC=[N]23)([O--][Ir+4]234([Cl-])[O-]C(C)(C)C5=CC=CC=[N]25)[N]2=CC=CC=C12.CC(C)([O-]3)C1=CC=CC=[N]41,ClCCl,,380.0,,https://doi.org/10.1021/jacs.7b04874
6523,CC1(C)[O-][Ir+3]2([Cl-])([OH-][Ir+3]345([Cl-])[O-]C(C)(C)C6=[N]3C=CC=C6)([O-]([H+][O-]4C(C)(C)C3=[N]5C=CC=C3)C(C)(C)C3=CC=CC=[N]23)[N]2=C1C=CC=C2,ClCCl,,380.0,,https://doi.org/10.46298/jpe.10703
6524,,C1CCCO1,,380.0,,https://doi.org/10.1021/acs.organomet.7b00139
6525,,Cc1ccccc1,,380.0,,https://doi.org/10.1021/acs.organomet.7b00139
6526,,C1CCCO1,,375.0,,https://doi.org/10.1021/acs.organomet.7b00139
6527,,Cc1ccccc1,,375.0,,https://doi.org/10.1021/acs.organomet.7b00139
6528,[Ir+3]1234567[C-]8([C]1(=[C]2([C]3(=[C]48C)C)C)C)C.[Cl-][Ni++]123([N@](CC[S@-]51)(CCC[N@@]2(CC[S@-]63)C)C)[H-]7,[H]O[H],,454.0,,https://doi.org/10.1002/ange.201704864
6529,CC1=CC2=[N](C3=CC=CC=C13)[Ir+3]13([N-]4N=C(N=C4C4=[N]1C=CC=C4)C1=CC=C(F)C=C1)([C-]1=C2SC=C1)[C-]1=C(SC=C1)C1=[N]3C2=CC=CC=C2C(C)=C1,,,454.0,,https://doi.org/10.1037/qup0000055
6530,CN1C=CN2CC(=O)[O-][Ir+3]345([C]12)[C-]1=CC=CC=C1C1=[N]3C=CC=C1.C1=CC(C2=CC=CC=[N]42)=[C-]5C=C1,CC#N,,454.0,,https://doi.org/10.4324/9781315257105-10
6531,COC1=CC=C(C=C1)N1C2=[N](C3=C1C1=CC=CC=C1C1=CC=CC=C31)[Ir+3]13([O-]C(C)=CC(C)=[O]1)([C-](=C2)C1=CC=C(C=C1)N(C)C)[C-](=CC1=[N]3C2=C(N1C1=CC=C(OC)C=C1)C1=CC=CC=C1C1=CC=CC=C21)C1=CC=C(C=C1)N(C)C,ClCCl,,454.0,,https://doi.org/10.1039/c7ra07080b
6532,CC12C3=[N]4C(=CC=C3)C3=CC(=N[N-]3[Ir+3]4([Cl-])([Cl-])([N]3=CC=CC=C13)[N]1=C2C=CC=C1)C(F)(F)F,ClCCl,,454.0,,https://doi.org/10.1021/acs.inorgchem.7b01583
6533,CC(C)(C)C1=CC2=[N]3C(=C1)C1=CC(=N[N-]1[Ir+3]31([Cl-])([Cl-])[N]3=CC=CC=C3C2(C)C2=[N]1C=CC=C2)C(F)(F)F,ClCCl,,402.5,,https://doi.org/10.1021/acs.inorgchem.7b01583
6534,CC12C3=[N]4C(=CC=C3)C3=CC(=N[N-]3[Ir+3]43([N-]4N=C(C=C4C4=CC(=N[N-]34)C(F)(F)F)C(F)(F)F)([N]3=CC=CC=C13)[N]1=C2C=CC=C1)C(F)(F)F,ClCCl,,402.5,,https://doi.org/10.1021/acs.inorgchem.7b01583
6535,CC(C)(C)C1=CC2=[N]3C(=C1)C1=CC(=N[N-]1[Ir+3]3134[N-]5N=C(C=C5C5=CC(=N[N-]15)C(F)(F)F)C(F)(F)F)C(F)(F)F.CC2(C1=CC=CC=[N]31)C1=[N]4C=CC=C1,ClCCl,,402.5,,https://doi.org/10.1021/acs.inorgchem.7b01583
6536,CC1=C(CC2=CC=C(C=C)C=C2)C(C)=[O][Ir+3]234([O-]1)[C-]1=CC=CC=C1C1=CC=CC=[N]21.C1=CC(C2=CC=CC=[C-]32)=[N]4C=C1,ClCCl,,402.5,,https://doi.org/10.1039/c7ra07316j
6537,FC1=CC(F)=C2C3=[N](C=CC=C3)[Ir+3]34([N-]5C(=NC(=C5C5=CC=CC=[N]35)C3=NC=CC=C3)C3=CC=CC=C3)([C-]2=C1)[C-]1=CC(F)=CC(F)=C1C1=[N]4C=CC=C1,ClCCl,,402.5,,https://doi.org/10.1039/c7dt01337j
6538,CC1=CC(CCCC=C)=[O][Ir+3]234([O-]1)[C-]1=CC=CC=C1C1=CC=C(C=[N]21)C(=O)C1=CC=CC=C1.O=C(C1=CC=CC=C1)C1=CC=C(C2=CC=CC=[C-]32)[N]4=C1,,,393.5,,https://doi.org/10.2172/1378173
6539,CC(C)[Si](C#CC1=CC=C(C=C1)C#CC1=CC=[N]2C(=C1)C(=O)[O-][Ir+3]2123[C-]4=C(C=CC=C4)C4=[N]1C=CC=C4)(C(C)C)C(C)C.C1=CC(C4=[N]2C=CC=C4)=[C-]3C=C1,CN(C)C1=CC=C(C=CC2=CC(C=C(C)O2)=C(C#N)C#N)C=C1,,393.5,,https://doi.org/10.1021/acs.organomet.7b00179
6540,CC(C)[Si](C#CC1=CC=C(C=C1)C#CC1=CC=C2C(=O)[O-][Ir+3]34([C-]5=CC=CC=C5C5=[N]3C=CC=C5)([C-]3=C(C=CC=C3)C3=CC=CC=[N]43)[N]2=C1)(C(C)C)C(C)C,ClCCl,,396.0,,https://doi.org/10.1021/acs.organomet.7b00179
6541,BrC1=CC2=[N](C=C1)[Ir+3]134([O-]C2=O)[C-]2=CC=CC=C2C2=[N]1C=CC(=C2)C1=CC=CC=C1.C1=CC=C(C=C1)C1=CC(C2=CC=CC=[C-]32)=[N]4C=C1,,,413.0,,https://doi.org/10.1021/acs.organomet.7b00179
6542,CC(C)[Si](C#CC1=CC2=[N](C=C1)[Ir+3]134([O-]C2=O)[C-]2=CC=CC=C2C2=CC(=CC=[N]12)C1=CC=CC=C1)(C(C)C)C(C)C.C1=CC=C(C=C1)C1=CC=[N]3C(=C1)C1=CC=CC=[C-]41,,,340.0,,https://doi.org/10.1021/acs.organomet.7b00179
6543,C1(=CC=C(C=C1)C#C[Si](C(C)C)(C(C)C)C(C)C)C#CC1=CC2=[N]([Ir+3]34([C-]5=C(C=CC=C5)C5=CC(C6=CC=CC=C6)=CC=[N]35)([C-]3=C(C=CC=C3)C3=[N]4C=CC(C4=CC=CC=C4)=C3)[O-]C2=O)C=C1,ClCCl,,340.0,,https://doi.org/10.1021/acs.organomet.7b00179
6544,BrC1=C2C(=O)[O-][Ir+3]34([C-]5=CC=CC=C5C5=[N]3C=CC=C5)([C-]3=C(C=CC=C3)C3=[N]4C=CC=C3)[N]2=CC=C1,,,397.0,,https://doi.org/10.1021/acs.organomet.7b00179
6545,BrC1=CC=C2C(=O)[O-][Ir+3]34([C-]5=CC=CC=C5C5=[N]3C=CC=C5)([C-]3=C(C=CC=C3)C3=[N]4C=CC=C3)[N]2=C1,,,415.5,,https://doi.org/10.1021/acs.organomet.7b00179
6546,BrC1=[N]2C(=CC=C1)C(=O)[O-][Ir+3]2123[C-]4=CC=CC=C4C4=[N]1C=CC=C4.C1=CC(C4=[N]2C=CC=C4)=[C-]3C=C1,,,395.0,,https://doi.org/10.1021/acs.organomet.7b00179
6547,CC(C)[Si](C#CC1=C2C(=O)[O-][Ir+3]34([C-]5=C(C=CC=C5)C5=[N]3C=CC=C5)([C-]3=C(C=CC=C3)C3=[N]4C=CC=C3)[N]2=CC=C1)(C(C)C)C(C)C,,,398.0,,https://doi.org/10.1021/acs.organomet.7b00179
6548,CC(C)[Si](C#CC1=CC2=[N](C=C1)[Ir+3]134([O-]C2=O)[C-]2=C(C=CC=C2)C2=CC=CC=[N]12)(C(C)C)C(C)C.C1=CC(C2=[N]3C=CC=C2)=[C-]4C=C1,,,430.0,,https://doi.org/10.1021/acs.organomet.7b00179
6549,CC(C)[Si](C#CC1=C[N]2=C(C=C1)C(=O)[O-][Ir+3]2123[C-]4=CC=CC=C4C4=CC=CC=[N]14)(C(C)C)C(C)C.C1=CC(C4=[N]2C=CC=C4)=[C-]3C=C1,,,376.0,,https://doi.org/10.1021/acs.organomet.7b00179
6550,CC(C)[Si](C#CC1=[N]2C(=CC=C1)C(=O)[O-][Ir+3]2123[C-]4=CC=CC=C4C4=[N]1C=CC=C4)(C(C)C)C(C)C.C1=CC(C4=CC=CC=[N]24)=[C-]3C=C1,,,399.0,,https://doi.org/10.1021/acs.organomet.7b00179
6551,[Fe+3]123456789[C]%10(=[C]1([C]2(=[C]3([C@@-]4%10[H])[H])[H])[H])N1N=[N](=C(C2=CC=CC=C2)[C]1[Ir+]([Cl-])(C#[O])C#[O])C.[C@-]51([C]6(=[C]7([C]8(=[C]91[H])[H])[H])[H])[H],ClCCl,,362.0,,https://doi.org/10.1021/acs.organomet.7b00270
6552,[Fe++]123456789[C]%10(=[C]1([C]2(=[C]3([C@@-]4%10[H])[H])[H])[H])N1N=[N](=C(C2=CC=CC=C2)[C]1[Ir+]([Cl-])(C#[O])C#[O])C.[C@-]51([C]6(=[C]7([C]8(=[C]91[H])[H])[H])[H])[H],,,375.0,,https://doi.org/10.1021/acs.organomet.7b00270
6553,,ClCCl,,375.0,,https://doi.org/10.1021/acs.inorgchem.7b01516
6554,,ClCCl,,375.0,,https://doi.org/10.1021/acs.inorgchem.7b01516
6555,N1(C2=C([N]3=C1C1=[C-]([Ir+3]3345[N-]6C(C7=CC=CC=[N]37)=NC(C)=N6)C=C(P(C3=CC=CC=C3)(C3=CC=CC=C3)=O)C=C1)C=CC=C2)C1=CC=CC=C1.C12=CC=CC=C1[N]4=C(C1=[C-]5C=C(P(C3=CC=CC=C3)(C3=CC=CC=C3)=O)C=C1)N2C1=CC=CC=C1,ClCCl,,435.5,,https://doi.org/10.1021/acs.inorgchem.7b01516
6556,N1(C2=C([N]3=C1C1=[C-]([Ir+3]3345[N-]6C(C7=CC=CC=[N]37)=NC(C)=N6)C=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)=O)=C1)C=CC=C2)C1=CC=CC=C1.C12=CC=CC=C1[N]4=C(C1=[C-]5C=CC(P(C3=CC=CC=C3)(C3=CC=CC=C3)=O)=C1)N2C1=CC=CC=C1,ClCCl,,435.5,,https://doi.org/10.1021/acs.inorgchem.7b01516
6557,FC(F)(F)C1=CC2=[C-](C(=N1)C(F)(F)F)[Ir+3]13([O-]P(=NP(=[O]1)(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([C-]1=C(N=C(N=C1C(F)(F)F)C(F)(F)F)C1=[N]3C=CC3=CC=CC=C13)[N]1=C2C2=CC=CC=C2N=C1,ClCCl,,435.5,,https://doi.org/10.1039/c7tc02117h
6558,FC1=C[C-]2=C(C3=[N](C=CC(=N3)C(F)(F)F)[Ir+3]2234[O-]P(=NP(=[O]2)(C2=CC=CC=C2)C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(F)=C1.FC1=C[C-]3=C(C2=[N]4C=CC(=N2)C(F)(F)F)C(F)=C1,ClCCl,,435.5,,https://doi.org/10.1016/j.jchromb.2006.10.027
6559,,ClCCl,,345.0,,https://doi.org/10.1039/c7nj02240a
6560,,,,346.0,,https://doi.org/10.1039/c7nj02240a
6561,FC1=C[C-]2=C(C3=CC=CC=[N]3[Ir+3]2234[O-]C(=O)C5=CC=CC=[N]25)C(F)=C1.FC1=CC(F)=C(C2=[N]3C=CC=N2)[C-]4=C1,Cc1ccccc1,,417.5,,https://doi.org/10.7827/turkishstudies.11859
6562,FC1=C[C-]2=C(C3=NC=CC=[N]3[Ir+3]2234[N-]5C(C6=CC=CC=[N]26)=C(C=C5C(F)(F)F)C(F)(F)F)C(F)=C1.FC1=CC(F)=C(C2=[N]3C=CC=N2)[C-]4=C1,Cc1ccccc1,,413.5,,https://doi.org/10.7827/turkishstudies.11859
6563,FC1=C[C-]2=C(C3=NC=CC=[N]3[Ir+3]2234[N-]5N=C(C=C5C5=CC=CC=[N]25)C(F)(F)F)C(F)=C1.FC1=CC(F)=C(C2=[N]3C=CC=N2)[C-]4=C1,Cc1ccccc1,,415.5,,https://doi.org/10.7827/turkishstudies.11859
6564,FC1=C[C-]2=C(C3=NC=CC=[N]3[Ir+3]2234[O-]C(=O)C5=CC=CC=[N]25)C(F)=C1.FC1=CC(F)=C(C2=[N]3C=CC=N2)[C-]4=C1,Cc1ccccc1,,421.0,,https://doi.org/10.7827/turkishstudies.11859
6565,[H][C@]1(C[C@H]2C[C@@H]1C=C2)C1=C2C(C)=NN(C2=[O][Ir+3]234([O-]1)[C-]1=C(C=CC=C1)C1=[N]2C=CC2=C1C=CC=C2)C1=CC=CC=C1.C1=CC(C2=[N]3C=CC3=C2C=CC=C3)=[C-]4C=C1,ClCCl,,407.5,,https://doi.org/10.1016/b978-3-437-21833-0.00039-5
6566,COC1=CC=C(C=C1)N1C2=[N](C3=C1C1=CC=CC=C1C1=CC=CC=C31)[Ir+3]13([O-]C(=O)C4=CC=CC=[N]14)([C-](=C2)C1=CC=C(C=C1)C(F)(F)F)[C-](=CC1=[N]3C2=C(N1C1=CC=C(OC)C=C1)C1=CC=CC=C1C1=CC=CC=C21)C1=CC=C(C=C1)C(F)(F)F,,,407.5,,https://doi.org/10.1016/j.jphotochem.2017.08.048
6567,C1(=C(S(C2=CC=C(C)C=C2)(=O)=O)C(OC)=C[C-]2=C1C1=[N]([Ir+3]2234[C-]5=CC(=C(S(C6=CC=C(C)C=C6)(=O)=O)C(F)=C5C5=[N]2C=CC(C2=C(C)C=C(C)C=C2C)=C5)OC)C=CC(C2=C(C)C=C(C)C=C2C)=C1)F.C1(C2=C(C)C=C(C)C=C2C)=CC(=[N]3C=C1)C1=CC(C(F)(F)F)=N[N-]41,ClCCl,,370.0,,https://doi.org/10.1039/c7dt02289a
6568,C12=[C-]([Ir+3]34([C-]5=CC(=C(C(OC)=C5C5=[N]3C=CC(C3=C(C)C=C(C)C=C3C)=C5)S(C)(=O)=O)OC)([N]3=C(C=C(C5=C(C)C=C(C)C=C5C)C=C3)C3=CC(C(F)(F)F)=N[N-]43)[N]3=C1C=C(C1=C(C)C=C(C)C=C1C)C=C3)C=C(C(=C2OC)S(C)(=O)=O)OC,ClCCl,,375.0,,https://doi.org/10.1039/c7dt02289a
6569,[N]12=C(C3=[C-](C=C(OC)C(=C3F)S(=O)(=O)C3=CC=C(C)C=C3)[Ir+3]1134[N-]5C(C6=[N]1C=CC=C6)=CC(C(F)(F)F)=N5)C=C(C1=C(C)C=C(C=C1C)C)C=C2.C1(=C(C)C=C(C=C1C)C)C1=CC(C2=C(F)C(=C(OC)C=[C-]32)S(=O)(=O)C2=CC=C(C)C=C2)=[N]4C=C1,ClCCl,,374.0,,https://doi.org/10.1039/c7dt02289a
6570,C1(S(C)(=O)=O)=C(OC)C2=[C-]([Ir+3]34([C-]5=CC(OC)=C(S(C)(=O)=O)C(OC)=C5C5=[N]3C=CC(=C5)C3=C(C)C=C(C)C=C3C)([N]3=C(C=CC=C3)C3=CC(C(F)(F)F)=N[N-]43)[N]3=C2C=C(C=C3)C2=C(C)C=C(C)C=C2C)C=C1OC,ClCCl,,371.0,,https://doi.org/10.1039/c7dt02289a
6571,CN1C=CN2[C]1[Ir+3]1345[C]6N(C)C=CN6C6=[C-]1C2=CC(=C6)C(C)(C)C.FC1=C[C-]3=C(OC2=[N]4C(=CC=C2)C2=CC(=N[N-]52)C(F)(F)F)C=C1,ClCCl,,349.0,,https://doi.org/10.1007/s10730-017-9341-4
6572,CN1[C]2N(C3=C1C=CC=C3)C1=CC(=CC3=[C-]1[Ir+3]212([C]4N(C)C5=C(C=CC=C5)N34)[N-]3N=C(C=C3C3=CC=CC(OC4=[C-]1C=C(F)C=C4)=[N]23)C(F)(F)F)C(F)(F)F,ClCCl,,345.0,,https://doi.org/10.1007/s10730-017-9341-4
6573,CN1[C]2N(C3=C1C=CC=C3)C1=CC(=CC3=[C-]1[Ir+3]212([C]4N(C)C5=C(C=CC=C5)N34)[N-]3N=C(C=C3C3=CC=CC(OC4=[C-]1C=C(F)C=C4)=[N]23)C(F)(F)F)C(C)(C)C,ClCCl,,345.0,,https://doi.org/10.1007/s10730-017-9341-4
6574,CN1C=CN2[C]1[Ir+3]1345[C]6N(C)C=CN6C6=[C-]1C2=CC(=C6)C(F)(F)F.FC1=C[C-]3=C(OC2=[N]4C(=CC=C2)C2=CC(=N[N-]52)C(F)(F)F)C=C1,ClCCl,,348.0,,https://doi.org/10.1007/s10730-017-9341-4
6575,[H][Ir+3]1([Cl-])([C-](=NC2=NC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,O1CCOCC1,,348.0,,https://doi.org/10.2307/2492799
6576,[H][Ir+3]1([Cl-])([C-](=NC2=NC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClCCl,,348.0,,https://doi.org/10.1017/9781108427258
6577,[H][Ir+3]1([Cl-])([C-](=NC2=NC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClC(Cl)Cl,,348.0,,https://doi.org/10.1017/9781108427258
6578,[H][Ir+3]1([Cl-])([C-](=NC2=NC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CC(C)=O,,348.0,,https://doi.org/10.2307/2492799
6579,[H][Ir+3]1([Cl-])([C-](=NC2=NC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CC#N,,348.0,,https://doi.org/10.2307/2492799
6580,[H][Ir+3]1([Cl-])([C-](=NC2=NC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,c1ccccc1,,348.0,,https://doi.org/10.2307/2492799
6581,[H][Ir+3]1([Cl-])([C-](=NC2=CC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,O1CCOCC1,,348.0,,https://doi.org/10.1017/9781108427258
6582,[H][Ir+3]1([Cl-])([C-](=NC2=CC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClCCl,,348.0,,https://doi.org/10.2307/2492799
6583,[H][Ir+3]1([Cl-])([C-](=NC2=CC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClC(Cl)Cl,,348.0,,https://doi.org/10.1017/9781108427258
6584,[H][Ir+3]1([Cl-])([C-](=NC2=CC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CC(C)=O,,348.0,,https://doi.org/10.1017/9781108427258
6585,[H][Ir+3]1([Cl-])([C-](=NC2=CC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CC#N,,404.0,,https://doi.org/10.2307/2492799
6586,[H][Ir+3]1([Cl-])([C-](=NC2=CC=CC=[N-]12)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,c1ccccc1,,404.0,,https://doi.org/10.1017/9781108427258
6587,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=C(C)C=C2)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,O1CCOCC1,,404.0,,https://doi.org/10.2307/2492799
6588,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=C(C)C=C2)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClCCl,,404.0,,https://doi.org/10.2307/2492799
6589,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=C(C)C=C2)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClC(Cl)Cl,,404.0,,https://doi.org/10.2307/2492799
6590,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=C(C)C=C2)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CC(C)=O,,404.0,,https://doi.org/10.1017/9781108427258
6591,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=C(C)C=C2)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CC#N,,404.0,,https://doi.org/10.2307/2492799
6592,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=C(C)C=C2)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,c1ccccc1,,404.0,,https://doi.org/10.2307/2492799
6593,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,[H]O[H],,404.0,,https://doi.org/10.1017/9781108427258
6594,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,c1ccccc1,,404.0,,https://doi.org/10.2307/2492799
6595,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClCCl,,404.0,,https://doi.org/10.2307/2492799
6596,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C1CCCO1,,404.0,,https://doi.org/10.2307/2492799
6597,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,O1CCOCC1,,404.0,,https://doi.org/10.1017/9781108427258
6598,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,ClC(Cl)Cl,,404.0,,https://doi.org/10.2307/2492799
6599,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CS(=O)C,,404.0,,https://doi.org/10.2307/2492799
6600,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,[H]O[H],,575.0,,https://doi.org/10.2307/2492799
6601,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CC(=O)OCC,,575.0,,https://doi.org/10.1017/9781108427258
6602,[H][Ir+3]1([Cl-])([C-](=NC2=[N-]1C=CC=C2)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,CC#N,,575.0,,https://doi.org/10.1017/9781108427258
